,aspects,frequency,emotions
4233,stop giving look,1,Fear
4234,terrible looking punky,1,Fear
4235,bad acting realize,1,Sad
4236,interested obtaining copy,1,Happy
4237,believable acting cast,1,
4238,positive say sort,1,Surprise
4239,bad save money,1,Sad
4240,high pitched voice,2,Fear
4241,bad see production,1,Sad
4242,edward took footage,1,Surprise
4243,many watch fun,1,Happy
4244,masterful rewarding work,1,Fear
4245,screen read people,1,
4246,wishful longing spin,1,Fear
4247,truth told knew,1,Sad
4248,mimic liked lot,1,Sad
4249,stabbed crotch razor,1,
4250,hot demented dialog,1,Sad
4251,u depraved fan,1,
4252,avoid asking time,1,Fear
4253,true gifted becomes,1,
4254,weak storytelling script,1,Sad
4255,useless supporting role,1,
4256,achieved compared intimidate,1,Surprise
4257,open ending device,1,Fear
4258,bad said joke,1,Happy
4259,real took hollywood,1,Surprise
4260,whole ending sequence,1,Fear
4261,worth bothering fact,2,Fear
4262,scary happening idea,2,Fear
4263,handicam think katoeys,1,Surprise
4264,librarian watched cat,1,Surprise
4265,unscathed entertaining romp,1,
4266,flick tonight hour,1,
4267,scorcese handle script,1,
4268,poor crafting matter,1,Fear
4269,wonderful suffering character,1,Surprise
4270,dvd bought day,1,Happy
4271,english waiting make,1,Surprise
4272,anywhere looking success,1,Sad
4273,gut falling ground,1,Sad
4274,restless kept attention,1,Sad
4275,unique take story,1,
4276,busy go game,1,Fear
4277,funny realized actor,1,Surprise
4278,ideal supporting role,1,
4279,great starting point,1,Happy
4280,present making story,1,Sad
4281,solid building scene,1,Fear
4282,successful riding decision,1,Fear
4283,dead ended year,1,Fear
4284,herb made fall,1,Sad
4285,akin seeing coffin,1,
4286,torn bombed city,1,Sad
4287,le trusting situation,1,Fear
4288,bad looking cover,1,Sad
4289,much get son,1,
4290,internet come register,1,
4291,stop missing deployed,1,Sad
4292,unable believe man,1,Sad
4293,stupor done hairdresser,1,Surprise
4294,cheap think breath,1,Surprise
4295,dose overworked situation,1,Fear
4296,angry wasted hour,1,Angry
4297,horrible editing plot,1,Fear
4298,obvious writing audience,1,
4299,intelligent challenging experience,1,Fear
4300,child born day,1,Happy
4301,actual finished product,1,
4302,short running time,2,Angry
4303,open minded fan,1,Surprise
4304,plot lacking stank,1,Sad
4305,boy want dad,1,
4306,ridiculous know producer,1,Fear
4307,northern filmed collection,1,
4308,gratuitous love scene,1,Happy
4309,first acting none,1,Surprise
4310,burst laughing god,1,Surprise
4311,mustachio twirling villain,1,
4312,sad fed world,1,Sad
4313,know try milk,1,
4314,capable producing gardenia,1,Fear
4315,kick seeing margolin,1,Surprise
4316,rodman try look,1,
4317,bad acting shame,1,Sad
4318,eric sunset boulevard,1,
4319,characteristic made tv,1,Sad
4320,first contributing television,1,Surprise
4321,present differing viewpoint,1,
4322,minimal acting answer,1,
4323,tricked watching please,1,Surprise
4324,usd stand idea,1,Fear
4325,liked opening scene,1,Fear
4326,push repeating man,1,Fear
4327,good acting tv,1,Happy
4328,able supporting player,1,
4329,u pointing scene,1,Surprise
4330,lannie played multi,1,Fear
4331,triple teaming friend,1,Happy
4332,marshall hiding attack,1,Angry
4333,usual happening sell,1,
4334,allen wrote script,1,
4335,lesbian obsessed dj,1,
4336,main supporting matter,1,Fear
4337,brian wilfred make,1,Sad
4338,sexual awakening corruption,1,Surprise
4339,eager teach eroticism,1,Happy
4340,wide eyed thinking,1,Surprise
4341,cant say anything,1,Surprise
4342,comic trying make,1,Sad
4343,likable fascinating end,1,Happy
4344,gray eyed burt,1,Fear
4345,horrible writing story,1,Fear
4346,romantic pairing history,1,Happy
4347,disappointing considering day,1,Sad
4348,much attempted gag,1,
4349,intense convincing sheer,1,Fear
4350,impossible make sense,1,Sad
4351,spoiler seen film,1,Surprise
4352,many depicting sexuality,1,
4353,low come father,1,Sad
4354,troubled ending mention,1,Sad
4355,unemotional looking science,1,
4356,lynx chasing snow,1,
4357,particular tormented pack,1,
4358,simulate watching expense,1,Surprise
4359,fair warning whets,1,Fear
4360,u believe fact,1,
4361,immune done lab,1,Happy
4362,shot edited hurtles,1,Surprise
4363,western ned ireland,1,
4364,many come year,1,
4365,lead lying grass,1,
4366,live missed opportunity,1,Happy
4367,gizmo brought home,1,Sad
4368,southern tinged child,1,
4369,costume spewing dialogue,1,Angry
4370,curious think idea,1,Surprise
4371,havent seen dirt,1,
4372,metalious brought life,1,Sad
4373,girl making mistake,1,Surprise
4374,usual supporting role,1,
4375,old attending year,1,
4376,wide ranging interpretation,1,
4377,crappy trapping sneer,1,Surprise
4378,hilton playing flute,1,Fear
4379,hair carrying appearance,1,Surprise
4380,novel steaming pile,1,Fear
4381,earth thinking boy,1,Surprise
4382,responsible falling gina,1,Fear
4383,old removed show,1,
4384,call running joke,1,Happy
4385,cuba gooding jr,1,
4386,fine upstanding man,1,Happy
4387,masterpiece reading way,1,Surprise
4388,b starring hulk,1,
4389,sight including runt,1,
4390,dead killed action,1,Surprise
4391,true stated intention,1,Sad
4392,wrong ving rhames,1,
4393,dakota fanning think,1,Surprise
4394,aesthetic seen vapor,1,Happy
4395,sad watching role,1,Surprise
4396,baroque ring wore,1,Fear
4397,element believe people,1,Surprise
4398,large plain woman,1,Fear
4399,adorable interesting undertone,1,Happy
4400,grow saying preachy,1,Surprise
4401,obvious want value,1,
4402,unrealistic got gon,1,
4403,ridiculous called part,1,
4404,poor acting hollow,1,
4405,vincent take shirt,1,
4406,weak left theater,1,Sad
4407,presenter asking story,1,Fear
4408,spy disappearing plane,1,
4409,sheridan starring freddie,1,
4410,wow blinding turn,1,Surprise
4411,digit directing symphony,1,Fear
4412,gown taking creature,1,Surprise
4413,hard take daughter,1,Angry
4414,separate interwoven plot,1,
4415,shine given role,1,Fear
4416,tribunal killing field,1,Surprise
4417,swiss born beat,1,Surprise
4418,second viewing character,1,Fear
4419,know mentioned nothing,1,
4420,new found happiness,1,Happy
4421,beautiful challenging story,1,Happy
4422,orchsetra playing people,1,Fear
4423,good supporting role,2,Happy
4424,glad caught portion,1,Happy
4425,surprised riffing squirm,1,Surprise
4426,un frightening horror,1,Surprise
4427,dead buried consider,1,Sad
4428,wonderful evening spent,1,Surprise
4429,emmy acting competent,1,Fear
4430,mcbeal saying lot,1,Surprise
4431,awful acting make,1,Sad
4432,real failing lack,1,Sad
4433,give acting lesson,1,Fear
4434,sure leave light,1,Fear
4435,much played ha,1,Fear
4436,great acting kind,1,Happy
4437,minimum allowing story,1,
4438,able reprise series,1,
4439,perfect say studio,1,Surprise
4440,irrelevant straight pain,1,
4441,capable killing death,1,Fear
4442,capable advanced acrobatics,1,Fear
4443,ridiculous haunted idea,1,
4444,lead believe trailer,1,
4445,mad startling nothing,1,Angry
4446,inevitable ending problem,1,Fear
4447,late lost wife,1,Sad
4448,main played wesley,1,Fear
4449,developed integrated story,1,Fear
4450,lawman seen course,1,
4451,perfect timing anyone,1,Sad
4452,tenfold ending hollywood,1,Fear
4453,liar manipulating word,1,Angry
4454,avoid tripping story,1,
4455,minimal briefing exchange,1,
4456,warm enticing packaging,1,Sad
4457,incomplete sealing nothing,1,
4458,good loved flashback,1,Happy
4459,unpleasant disturbing gory,1,Sad
4460,tale set paris,1,Fear
4461,fresh faced writer,1,Angry
4462,brick starring joseph,1,
4463,beautiful haunting penelope,1,Happy
4464,colorful daring complain,1,Sad
4465,dead see death,1,Fear
4466,overwrought compared p,1,Sad
4467,worth seeing location,1,Fear
4468,infant emerging sea,1,
4469,married bequeathed fortune,1,Happy
4470,live keep story,1,
4471,occupant emphasizing point,1,Surprise
4472,obvious cursed city,1,
4473,gun went kind,1,Happy
4474,enjoy killing deviate,1,Happy
4475,overall looking shot,1,
4476,adorable annoying mock,1,Happy
4477,suspicious playing sucker,1,Fear
4478,snow standing cockpit,1,Fear
4479,u know nothing,1,
4480,beowulf judging review,1,
4481,achieve severing body,1,
4482,swastika turning map,1,Surprise
4483,entire seen football,1,Fear
4484,sure get plumbing,1,Fear
4485,irresponsible recovering drug,1,Surprise
4486,safe say bar,1,Surprise
4487,good acting effect,1,Happy
4488,relevant skipping piece,1,
4489,real following wa,1,Sad
4490,motif stand opposition,1,Fear
4491,fetish chilling thriller,1,Sad
4492,last seen employ,1,
4493,wake realize kind,1,Happy
4494,incredible looking wa,1,Surprise
4495,old fashioned mistake,1,
4496,hard tried idea,1,Angry
4497,yep going watch,1,Surprise
4498,attic enacting sex,1,
4499,intercourse masturbating sort,1,
4500,repulsive viewing material,1,Angry
4501,daddy took virginity,1,Surprise
4502,conscious acting death,1,Fear
4503,magical isolated village,1,Fear
4504,korean set war,1,Fear
4505,antsy missing plane,1,Sad
4506,good acting part,1,Happy
4507,familiar seen role,1,
4508,funny giving house,1,Surprise
4509,hard made budget,1,Angry
4510,english made think,1,Surprise
4511,fit played resident,1,Happy
4512,fun watching adult,1,Happy
4513,fable trying teach,1,Sad
4514,purpose need resort,1,
4515,great received fan,1,Happy
4516,high set piece,1,Fear
4517,easy lowering bar,1,
4518,interesting paying see,1,Happy
4519,predictable ending surprise,1,Surprise
4520,new setting clue,1,Surprise
4521,array want spoil,1,
4522,many expect studio,1,Happy
4523,eccentric loving family,1,Happy
4524,real made ski,1,Sad
4525,wa laughing scene,1,
4526,ian fleming story,1,
4527,hesitant believe story,1,Fear
4528,central starring father,1,Surprise
4529,rest revealing men,1,Surprise
4530,finish marked contrast,1,
4531,good done thousand,1,Happy
4532,screen grabbing collar,1,Sad
4533,fresh missing something,1,Sad
4534,sweet ending left,1,Fear
4535,dali painting bob,1,
4536,worth look companion,1,Fear
4537,incredible filming struggle,1,Surprise
4538,worth laughing vince,1,Fear
4539,un inspired wa,1,Happy
4540,alonzo pretending arm,1,Sad
4541,attempted remake dozen,1,
4542,first seeing movie,1,Surprise
4543,much left empire,1,
4544,powerful involving animation,1,Fear
4545,overhead felt kind,1,Happy
4546,smitten missing school,1,Sad
4547,dumb dumbered type,1,Fear
4548,till end script,1,
4549,safe feeling waste,1,
4550,unscripted liberating let,1,Sad
4551,american devastating mass,1,
4552,slow build tension,1,Fear
4553,remote freezing mountain,1,
4554,fin circling hero,1,
4555,able establish supremacy,1,Fear
4556,intelligent love issue,1,Happy
4557,open minded flow,1,Surprise
4558,tolerate acting performance,1,Angry
4559,detective trying make,1,Sad
4560,obvious made people,1,Sad
4561,right beginning spot,1,Fear
4562,due mumbled delivery,1,
4563,thought bringing jailer,1,Surprise
4564,heavy handed direction,1,Sad
4565,bad acting emphasize,1,Sad
4566,know put comedy,1,Sad
4567,ponderous depressing examination,1,Sad
4568,faithful tend sink,1,Sad
4569,le known helmers,1,
4570,blue eyed terence,1,Sad
4571,logo stood studio,1,Fear
4572,potential faced trouble,1,Angry
4573,crane played kurt,1,Fear
4574,osborne written jockey,1,
4575,many done moment,1,Fear
4576,credible acting albeit,1,
4577,parallel seeing team,1,
4578,short entering competition,1,Angry
4579,establishment living street,1,Sad
4580,unfunny related dialog,1,Sad
4581,spy falling plot,1,
4582,critical left example,1,Fear
4583,intentional named trait,1,
4584,average looking woman,1,Fear
4585,weird sickening act,1,
4586,clip showing gang,1,
4587,laughable wetting people,1,
4588,hose smearing pie,1,
4589,low budgeted exploitation,1,Sad
4590,clear watching h,1,Surprise
4591,careful say anything,1,Surprise
4592,miserable made work,1,Sad
4593,opportunist playing diego,1,Fear
4594,happy ending consequence,1,Happy
4595,pared set cast,1,Fear
4596,body playing guitar,1,Fear
4597,dialogue go house,1,
4598,loquacious captivating guard,1,Happy
4599,central resolved explores,1,Surprise
4600,eaten go home,1,Sad
4601,classic believe feature,1,
4602,frankenstein touching homage,1,Sad
4603,large forbidding mansion,1,
4604,affair giving question,1,Fear
4605,good acting performance,1,Happy
4606,little enduring value,1,
4607,bad taking direction,1,Surprise
4608,sure make em,1,Sad
4609,conservative talking head,1,Fear
4610,enjoyment seeing people,1,
4611,whole see pity,1,Sad
4612,needle say movie,1,Angry
4613,independent releasing company,1,Happy
4614,short redeeming quality,1,Angry
4615,multiple string side,1,
4616,flamish speaking population,1,Fear
4617,purpose built dialogue,1,Fear
4618,first writing tell,1,Surprise
4619,stupid worry money,1,Sad
4620,write want tell,1,Sad
4621,bad make cringe,1,Sad
4622,unable turn sort,1,Surprise
4623,girl commenting guy,1,Surprise
4624,dy highlight half,1,Fear
4625,great acting check,1,Happy
4626,experiment keep line,1,Fear
4627,obvious want know,1,
4628,real horrifying thing,1,Surprise
4629,different thought wa,1,Surprise
4630,characteristic shown elder,1,
4631,difficult categorize something,1,
4632,strong forthcoming way,1,Happy
4633,main stroke brilliance,1,Fear
4634,imagined graduating college,1,Surprise
4635,subject became something,1,
4636,notable winning costume,1,
4637,theatre recommend anyone,1,
4638,library read plane,1,
4639,dusty neglected tape,1,
4640,good acting production,1,Happy
4641,subsequent traveled locale,1,
4642,fine acting max,1,Happy
4643,inhabitant running half,1,
4644,little recommend anyone,1,
4645,cop robber story,1,
4646,suspect trawling street,1,Sad
4647,mole keep edge,1,Sad
4648,overdrive running man,1,
4649,correct depend fact,1,
4650,low talking death,1,Sad
4651,bad acted music,1,Sad
4652,sad compelling story,1,Sad
4653,spoke laughed wa,1,Fear
4654,sermon told story,1,Sad
4655,voilà hit story,1,Angry
4656,poor spin anything,1,
4657,conscious verging plain,1,Fear
4658,classic found footage,1,
4659,darkly effacing collection,1,
4660,old growing magazine,1,
4661,comedy remember day,1,Happy
4662,old bored performance,1,Sad
4663,hard find search,1,Angry
4664,full figured mastermind,1,Fear
4665,great crashing coach,1,Happy
4666,surprising satisfying twist,1,Surprise
4667,young graduated school,1,
4668,riotous expecting way,1,Happy
4669,old think issue,1,Surprise
4670,complete believe hero,1,
4671,canary celebrated comedy,1,
4672,double spearing wa,1,
4673,hospital asking visit,1,Fear
4674,wonderful animated film,1,Surprise
4675,different gave wa,1,Fear
4676,south think birdcage,1,Surprise
4677,brady bunch wrap,1,
4678,detective take heart,1,Sad
4679,negative say husband,1,Surprise
4680,good considering type,1,Happy
4681,able take ha,1,
