,aspects_AVN,emotions
6564,,
6565,,
6566,,
6567,"stop dragging way, please try hurt, sheesh getting picture, straight arriving screening",Sad
6568,bad acting lack,
6569,,
6570,,
6571,cheap looking production,
6572,bad opening minute,Fear
6573,"joe believe people, mean pressing admit",Sad
6574,,
6575,bad managed hang,Fear
6576,,
6577,,
6578,"notable happening gregory, bad think anyone, affair coming number",Surprise
6579,,
6580,,
6581,stop giving look,Fear
6582,,
6583,"terrible looking punky, bad acting realize",
6584,,
6585,interested obtaining copy,
6586,believable acting cast,
6587,,
6588,,
6589,,
6590,,
6591,,
6592,,
6593,"positive say sort, bad save money",Surprise
6594,high pitched voice,Sad
6595,bad see production,
6596,edward took footage,Surprise
6597,,
6598,,
6599,,
6600,,
6601,,
6602,many watch fun,Happy
6603,,
6604,masterful rewarding work,Fear
6605,screen read people,
6606,,
6607,,
6608,,
6609,,
6610,,
6611,wishful longing spin,Fear
6612,bad acting story,
6613,truth told knew,Sad
6614,mimic liked lot,Sad
6615,"stabbed crotch razor, hot demented dialog, u depraved fan",Angry
6616,,
6617,"avoid asking time, true gifted becomes",Fear
6618,weak storytelling script,
6619,useless supporting role,
6620,,
6621,,
6622,,
6623,"achieved compared intimidate, open ending device",Surprise
6624,,
6625,"bad said joke, real took hollywood",Surprise
6626,whole ending sequence,Fear
6627,"worth bothering fact, scary happening idea",
6628,,
6629,,
6630,,
6631,handicam think katoeys,Surprise
6632,bad acting nothing,
6633,,
6634,,
6635,,
6636,,
6637,librarian watched cat,Surprise
6638,unscathed entertaining romp,
6639,flick tonight hour,
6640,,
6641,,
6642,,
6643,,
6644,,
6645,scorcese handle script,
6646,poor crafting matter,Fear
6647,,
6648,,
6649,,
6650,,
6651,,
6652,wonderful suffering character,Fear
6653,,
6654,,
6655,,
6656,,
6657,,
6658,,
6659,,
6660,,
6661,dvd bought day,Happy
6662,,
6663,,
6664,english waiting make,Surprise
6665,anywhere looking success,Sad
6666,gut falling ground,
6667,restless kept attention,
6668,"unique take story, busy go game",
6669,,
6670,,
6671,funny realized actor,
6672,,
6673,"ideal supporting role, great starting point",Surprise
6674,,
6675,,
6676,"present making story, solid building scene, successful riding decision",Fear
6677,"dead ended year, herb made fall, akin seeing coffin, torn bombed city",Sad
6678,"u see eye, le trusting situation",Fear
6679,"bad looking cover, much get son",Fear
6680,"internet come register, stop missing deployed",Sad
6681,,
6682,,
6683,,
6684,,
6685,,
6686,,
6687,,
6688,,
6689,,
6690,,
6691,"unable believe man, stupor done hairdresser",
6692,cheap think breath,Surprise
6693,dose overworked situation,Fear
6694,angry wasted hour,
6695,,
6696,,
6697,,
6698,horrible editing plot,
6699,obvious writing audience,
6700,,
6701,"intelligent challenging experience, child born day",Happy
6702,,
6703,"actual finished product, short running time, open minded fan",Surprise
6704,,
6705,plot lacking stank,Sad
6706,,
6707,boy want dad,
6708,,
6709,,
6710,,
6711,,
6712,,
6713,,
6714,,
6715,ridiculous know producer,Fear
6716,"northern filmed collection, gratuitous love scene",Happy
6717,,
6718,,
6719,,
6720,,
6721,"first acting none, burst laughing god, mustachio twirling villain",Surprise
6722,,
6723,sad fed world,
6724,know try milk,
6725,"capable producing gardenia, kick seeing margolin",
6726,rodman try look,
6727,bad acting shame,
6728,,
6729,eric sunset boulevard,
6730,,
6731,"bad considering ha, characteristic made tv, first contributing television",Sad
6732,present differing viewpoint,
6733,,
6734,,
6735,,
6736,,
6737,,
6738,minimal acting answer,
6739,,
6740,,
6741,,
6742,tricked watching please,Surprise
6743,usd stand idea,Fear
6744,,
6745,,
6746,,
6747,liked opening scene,Fear
6748,,
6749,,
6750,push repeating man,
6751,,
6752,good acting tv,
6753,excellent supporting cast,
6754,,
6755,,
6756,able supporting player,
6757,,
6758,u pointing scene,Surprise
6759,,
6760,,
6761,"lannie played multi, triple teaming friend",Happy
6762,marshall hiding attack,Angry
6763,,
6764,,
6765,usual happening sell,
6766,,
6767,allen wrote script,
6768,,
6769,,
6770,lesbian obsessed dj,
6771,,
6772,main supporting matter,Fear
6773,brian wilfred make,Sad
6774,,
6775,"sexual awakening corruption, eager teach eroticism, wide eyed thinking",Surprise
6776,cant say anything,Surprise
6777,great coming age,Angry
6778,,
6779,,
6780,"comic trying make, likable fascinating end",Sad
6781,,
6782,,
6783,,
6784,,
6785,"gray eyed burt, horrible writing story, romantic pairing history",Fear
6786,,
6787,disappointing considering day,Happy
6788,much attempted gag,
6789,intense convincing sheer,Fear
6790,impossible make sense,Sad
6791,"spoiler seen film, many depicting sexuality, low come father, troubled ending mention, unemotional looking science",Fear
6792,,
6793,"lynx chasing snow, particular tormented pack",
6794,simulate watching expense,Surprise
6795,,
6796,,
6797,,
6798,,
6799,,
6800,,
6801,,
6802,fair warning whets,Fear
6803,"u believe fact, immune done lab",
6804,ian fleming work,Fear
6805,shot edited hurtles,Surprise
6806,western ned ireland,
6807,,
6808,,
6809,,
6810,"many come year, lead lying grass",
6811,live missed opportunity,Happy
6812,gizmo brought home,Sad
6813,,
6814,southern tinged child,
6815,costume spewing dialogue,Angry
6816,,
6817,,
6818,curious think idea,Surprise
6819,havent seen dirt,
6820,"metalious brought life, girl making mistake",Sad
6821,,
6822,usual supporting role,
6823,old attending year,
6824,,
6825,,
6826,,
6827,,
6828,,
6829,wide ranging interpretation,
6830,,
6831,crappy trapping sneer,Surprise
6832,,
6833,,
6834,,
6835,,
6836,"hilton playing flute, hair carrying appearance",Fear
6837,,
6838,,
6839,,
6840,"novel steaming pile, earth thinking boy",Angry
6841,responsible falling gina,
6842,,
6843,,
6844,,
6845,old removed show,
6846,,
6847,,
6848,,
6849,,
6850,call running joke,Happy
6851,"cuba gooding jr, fine upstanding man",
6852,masterpiece reading way,
6853,,
6854,,
6855,,
6856,b starring hulk,
6857,,
6858,,
6859,,
6860,,
6861,,
6862,,
6863,sight including runt,
6864,dead killed action,Surprise
6865,true stated intention,Sad
6866,,
6867,wrong ving rhames,
6868,,
6869,dakota fanning think,Surprise
6870,aesthetic seen vapor,Sad
6871,,
6872,,
6873,,
6874,,
6875,sad watching role,Surprise
6876,,
6877,baroque ring wore,
6878,,
6879,,
6880,,
6881,,
6882,,
6883,,
6884,element believe people,
6885,large plain woman,Fear
6886,,
6887,,
6888,adorable interesting undertone,Happy
6889,,
6890,,
6891,"grow saying preachy, obvious want value",Surprise
6892,,
6893,,
6894,,
6895,,
6896,"unrealistic got gon, ridiculous called part",
6897,poor acting hollow,
6898,,
6899,,
6900,vincent take shirt,
6901,,
6902,,
6903,"weak left theater, presenter asking story",Fear
6904,,
6905,,
6906,,
6907,,
6908,,
6909,,
6910,spy disappearing plane,
6911,,
6912,"sheridan starring freddie, wow blinding turn, digit directing symphony",Fear
6913,"gown taking creature, hard take daughter",Surprise
6914,,
6915,,
6916,"separate interwoven plot, shine given role",Fear
6917,,
6918,,
6919,"tribunal killing field, swiss born beat",Surprise
6920,,
6921,,
6922,,
6923,,
6924,second viewing character,Fear
6925,,
6926,know mentioned nothing,
6927,,
6928,,
6929,new found happiness,Happy
6930,beautiful challenging story,Fear
6931,orchsetra playing people,Fear
6932,,
6933,,
6934,,
6935,good supporting role,
6936,glad caught portion,
6937,,
6938,,
6939,,
6940,surprised riffing squirm,
6941,,
6942,un frightening horror,Surprise
6943,dead buried consider,Sad
6944,,
6945,,
6946,,
6947,,
6948,wonderful evening spent,
6949,emmy acting competent,Fear
6950,,
6951,mcbeal saying lot,Surprise
6952,,
6953,,
6954,awful acting make,Sad
6955,,
6956,real failing lack,
6957,,
6958,"give acting lesson, sure leave light",
6959,,
6960,,
6961,much played ha,Fear
6962,great acting kind,Happy
6963,"minimum allowing story, able reprise series",
6964,,
6965,,
6966,,
6967,,
6968,,
6969,"perfect say studio, irrelevant straight pain, capable killing death",Surprise
6970,,
6971,,
6972,capable advanced acrobatics,
6973,,
6974,,
6975,,
6976,,
6977,,
6978,"ridiculous haunted idea, lead believe trailer, mad startling nothing, inevitable ending problem",Fear
6979,,
6980,late lost wife,Sad
6981,,
6982,,
6983,,
6984,main played wesley,Fear
6985,,
6986,,
6987,developed integrated story,
6988,,
6989,,
6990,lawman seen course,
6991,perfect timing anyone,
6992,,
6993,,
6994,tenfold ending hollywood,Fear
6995,,
6996,"liar manipulating word, avoid tripping story",Angry
6997,minimal briefing exchange,
6998,,
6999,warm enticing packaging,Sad
7000,,
7001,,
7002,,
7003,incomplete sealing nothing,
7004,black gloved killer,
7005,good loved flashback,Happy
7006,,
7007,,
7008,,
7009,"unpleasant disturbing gory, tale set paris",Fear
7010,,
7011,,
7012,,
7013,"fresh faced writer, brick starring joseph, beautiful haunting penelope, colorful daring complain",Angry
7014,,
7015,,
7016,,
7017,dead see death,Fear
7018,,
7019,,
7020,,
7021,,
7022,"first saw movie, overwrought compared p",
7023,,
7024,worth seeing location,
7025,bad given fact,Fear
7026,,
7027,,
7028,infant emerging sea,
7029,married bequeathed fortune,Happy
7030,live keep story,
7031,"occupant emphasizing point, many take place",Surprise
7032,,
7033,obvious cursed city,
7034,,
7035,gun went kind,Happy
7036,,
7037,,
7038,enjoy killing deviate,Surprise
7039,,
7040,,
7041,overall looking shot,
7042,,
7043,,
7044,,
7045,,
7046,adorable annoying mock,Sad
7047,,
7048,,
7049,,
7050,suspicious playing sucker,Fear
7051,,
7052,,
7053,snow standing cockpit,Fear
7054,,
7055,,
7056,,
7057,,
7058,,
7059,u know nothing,
7060,"beowulf judging review, achieve severing body",
7061,swastika turning map,Surprise
7062,,
7063,,
7064,,
7065,,
7066,"entire seen football, sure get plumbing",
7067,,
7068,irresponsible recovering drug,Surprise
7069,safe say bar,Surprise
7070,good acting effect,Surprise
7071,,
7072,,
7073,,
7074,relevant skipping piece,
7075,"real following wa, motif stand opposition",Fear
7076,,
7077,,
7078,"fetish chilling thriller, last seen employ",Sad
7079,wake realize kind,Happy
7080,,
7081,"incredible looking wa, old fashioned mistake, hard tried idea, yep going watch",Surprise
7082,"attic enacting sex, intercourse masturbating sort, repulsive viewing material, daddy took virginity",Surprise
7083,,
7084,conscious acting death,Fear
7085,,
7086,,
7087,"magical isolated village, korean set war, antsy missing plane, good acting part",Fear
7088,,
7089,,
7090,,
7091,,
7092,familiar seen role,
7093,,
7094,,
7095,funny giving house,Fear
7096,,
7097,,
7098,,
7099,,
7100,,
7101,,
7102,hard made budget,Sad
7103,english made think,Surprise
7104,,
7105,,
7106,fit played resident,Fear
7107,,
7108,,
7109,,
7110,,
7111,,
7112,fun watching adult,Surprise
7113,"fable trying teach, purpose need resort, great received fan",Surprise
7114,,
7115,"high set piece, easy lowering bar",Fear
7116,"interesting paying see, predictable ending surprise",Surprise
7117,,
7118,new setting clue,Surprise
7119,array want spoil,
7120,many expect studio,Happy
7121,,
7122,,
7123,,
7124,,
7125,eccentric loving family,Happy
7126,,
7127,real made ski,Sad
7128,,
7129,,
7130,,
7131,,
7132,wa laughing scene,
7133,,
7134,,
7135,ian fleming story,
7136,hesitant believe story,
7137,central starring father,
7138,,
7139,rest revealing men,Surprise
7140,,
7141,"finish marked contrast, good done thousand",
7142,,
7143,"clear eyed philosophy, shaman revealing wisdom, screen grabbing collar",Surprise
7144,fresh missing something,Sad
7145,sweet ending left,Fear
7146,,
7147,,
7148,dali painting bob,
7149,,
7150,,
7151,,
7152,,
7153,,
7154,"worth look companion, incredible filming struggle",
7155,,
7156,"worth laughing vince, un inspired wa",Happy
7157,alonzo pretending arm,Sad
7158,attempted remake dozen,
7159,,
7160,,
7161,,
7162,,
7163,,
7164,first seeing movie,
7165,,
7166,much left empire,
7167,,
7168,powerful involving animation,Fear
7169,,
7170,,
7171,,
7172,,
7173,overhead felt kind,Happy
7174,,
7175,,
7176,smitten missing school,Sad
7177,dumb dumbered type,Fear
7178,till end script,
7179,safe feeling waste,
7180,"unscripted liberating let, american devastating mass",Sad
7181,,
7182,,
7183,slow build tension,Fear
7184,"remote freezing mountain, fin circling hero",
7185,able establish supremacy,Fear
7186,intelligent love issue,Happy
7187,,
7188,,
7189,,
7190,,
7191,open minded flow,Surprise
7192,tolerate acting performance,
7193,,
7194,,
7195,,
7196,detective trying make,Sad
7197,,
7198,,
7199,,
7200,"obvious made people, right beginning spot, due mumbled delivery",Sad
7201,,
7202,thought bringing jailer,Sad
7203,heavy handed direction,
7204,bad acting emphasize,
7205,know put comedy,Sad
7206,"ponderous depressing examination, faithful tend sink",Sad
7207,,
7208,"le known helmers, blue eyed terence, logo stood studio",Fear
7209,,
7210,,
7211,,
7212,"potential faced trouble, crane played kurt, osborne written jockey, many done moment, credible acting albeit, parallel seeing team, short entering competition",Fear
7213,,
7214,,
7215,establishment living street,Sad
